PID	Priority	State		rtime	wtime	nrun	q0	q1	q2	q3	q4
5	0		runnable	  0	1	0	192	0	0	0	0
6	0		runnable	  0	1	0	192	0	0	0	0
7	0		runnable	  0	1	0	192	0	0	0	0
8	0		runnable	  0	1	0	192	0	0	0	0
9	4		runnable	  31	26	0	2	8	16	72	94
10	4		runnable	  31	18	0	3	9	18	76	86
11	4		runnable	  35	10	0	4	10	24	80	74
12	4		runnable	  35	2	0	5	11	26	84	66
13	3		running 	  29	8	0	6	12	28	82	64

PID	Priority	State		rtime	wtime	nrun	q0	q1	q2	q3	q4
1	0		sleeping	  0	0	0	218	0	0	0	0
2	1		sleeping	  1	0	0	1	216	0	0	0
3	3		runnable	  31	3	0	1	7	14	71	100
4	0		runnable	  0	2	0	193	0	0	0	0
5	0		runnable	  0	2	0	193	0	0	0	0
6	0		runnable	  0	2	0	193	0	0	0	0
7	0		runnable	  0	2	0	193	0	0	0	0
8	0		runnable	  0	2	0	193	0	0	0	0
9	4		runnable	  31	27	0	2	8	16	72	95
10	4		runnable	  31	19	0	3	9	18	76	87
11	4		runnable	  35	11	0	4	10	24	80	75
12	4		runnable	  35	3	0	5	11	26	84	67
13	3		running 	  30	8	0	6	12	28	83	64

PID	Priority	State		rtime	wtime	nrun	q0	q1	q2	q3	q4
1	0		sleeping	  0	0	0	219	0	0	0	0
2	1		sleeping	  1	0	0	1	217	0	0	0
3	3		runnable	  31	4	0	1	7	14	72	100
4	0		runnable	  0	3	0	194	0	0	0	0
5	0		runnable	  0	3	0	194	0	0	0	0
6	0		runnable	  0	3	0	194	0	0	0	0
7	0		runnable	  0	3	0	194	0	0	0	0
8	0		runnable	  0	3	0	194	0	0	0	0
9	4		runnable	  31	28	0	2	8	16	72	96
10	4		runnable	  31	20	0	3	9	18	76	88
11	4		runnable	  35	12	0	4	10	24	80	76
12	4		runnable	  35	4	0	5	11	26	84	68
13	3		running 	  31	8	0	6	12	28	84	64

PID	Priority	State		rtime	wtime	nrun	q0	q1	q2	q3	q4
1	0		sleeping	  0	0	0	220	0	0	0	0
2	1		sleeping	  1	0	0	1	218	0	0	0
3	3		runnable	  31	5	0	1	7	14	73	100
4	0		runnable	  0	4	0	195	0	0	0	0
5	0		runnable	  0	4	0	195	0	0	0	0
6	0		runnable	  0	4	0	195	0	0	0	0
7	0		runnable	  0	4	0	195	0	0	0	0
8	0		runnable	  0	4	0	195	0	0	0	0
9	4		runnable	  31	29	0	2	8	16	72	97
10	4		runnable	  31	21	0	3	9	18	76	89
11	4		runnable	  35	13	0	4	10	24	80	77
12	4		runnable	  35	5	0	5	11	26	84	69
13	3		running 	  32	8	0	6	12	28	85	64

PID	Priority	State		rtime	wtime	nrun	q0	q1	q2	q3	q4
1	0		sleeping	  0	0	0	221	0	0	0	0
2	1		sleeping	  1	0	0	1	219	0	0	0
3	3		runnable	  31	6	0	1	7	14	74	100
4	0		runnable	  0	5	0	196	0	0	0	0
5	0		runnable	  0	5	0	196	0	0	0	0
6	0		runnable	  0	5	0	196	0	0	0	0
7	0		runnable	  0	5	0	196	0	0	0	0
8	0		runnable	  0	5	0	196	0	0	0	0
9	4		runnable	  31	30	0	2	8	16	72	98
10	4		runnable	  31	22	0	3	9	18	76	90
11	4		runnable	  35	14	0	4	10	24	80	78
12	4		runnable	  35	6	0	5	11	26	84	70
13	3		running 	  33	8	0	6	12	28	86	64

PID	Priority	State		rtime	wtime	nrun	q0	q1	q2	q3	q4
1	0		sleeping	  0	0	0	222	0	0	0	0
2	1		sleeping	  1	0	0	1	220	0	0	0
3	3		runnable	  31	7	0	1	7	14	75	100
4	0		runnable	  0	6	0	197	0	0	0	0
5	0		runnable	  0	6	0	197	0	0	0	0
6	0		runnable	  0	6	0	197	0	0	0	0
7	0		runnable	  0	6	0	197	0	0	0	0
8	0		runnable	  0	6	0	197	0	0	0	0
9	4		runnable	  31	31	0	2	8	16	72	99
10	4		runnable	  31	23	0	3	9	18	76	91
11	4		runnable	  35	15	0	4	10	24	80	79
12	4		runnable	  35	7	0	5	11	26	84	71
13	3		running 	  34	8	0	6	12	28	87	64

PID	Priority	State		rtime	wtime	nrun	q0	q1	q2	q3	q4
1	0		sleeping	  0	0	0	223	0	0	0	0
2	1		sleeping	  1	0	0	1	221	0	0	0
3	3		runnable	  31	8	0	1	7	14	76	100
4	0		runnable	  0	7	0	198	0	0	0	0
5	0		runnable	  0	7	0	198	0	0	0	0
6	0		runnable	  0	7	0	198	0	0	0	0
7	0		runnable	  0	7	0	198	0	0	0	0
8	0		runnable	  0	7	0	198	0	0	0	0
9	4		runnable	  31	32	0	2	8	16	72	100
10	4		runnable	  31	24	0	3	9	18	76	92
11	4		runnable	  35	16	0	4	10	24	80	80
12	4		runnable	  35	8	0	5	11	26	84	72
13	3		running 	  35	8	0	6	12	28	88	64

PID	Priority	State		rtime	wtime	nrun	q0	q1	q2	q3	q4
1	0		sleeping	  0	0	0	224	0	0	0	0
2	1		sleeping	  1	0	0	1	222	0	0	0
3	3		running 	  32	8	0	1	7	14	77	100
4	0		sleeping	  0	7	0	199	0	0	0	0
5	0		sleeping	  0	7	0	199	0	0	0	0
6	0		sleeping	  0	7	0	199	0	0	0	0
7	0		sleeping	  0	7	0	199	0	0	0	0
8	0		sleeping	  0	7	0	199	0	0	0	0
9	3		runnable	  31	1	0	2	8	16	73	100
10	4		runnable	  31	25	0	3	9	18	76	93
11	4		runnable	  35	17	0	4	10	24	80	81
12	4		runnable	  35	9	0	5	11	26	84	73
13	4		runnable	  35	1	0	6	12	28	88	65

PID	Priority	State		rtime	wtime	nrun	q0	q1	q2	q3	q4
1	0		sleeping	  0	0	0	225	0	0	0	0
2	1		sleeping	  1	0	0	1	223	0	0	0
3	3		running 	  33	8	0	1	7	14	78	100
4	0		runnable	  0	1	0	200	0	0	0	0
5	0		runnable	  0	1	0	200	0	0	0	0
6	0		runnable	  0	1	0	200	0	0	0	0
7	0		runnable	  0	1	0	200	0	0	0	0
8	0		runnable	  0	1	0	200	0	0	0	0
9	3		runnable	  31	2	0	2	8	16	74	100
10	4		runnable	  31	26	0	3	9	18	76	94
11	4		runnable	  35	18	0	4	10	24	80	82
12	4		runnable	  35	10	0	5	11	26	84	74
13	4		runnable	  35	2	0	6	12	28	88	66

PID	Priority	State		rtime	wtime	nrun	q0	q1	q2	q3	q4
1	0		sleeping	  0	0	0	226	0	0	0	0
2	1		sleeping	  1	0	0	1	224	0	0	0
3	3		running 	  34	8	0	1	7	14	79	100
4	0		runnable	  0	2	0	201	0	0	0	0
5	0		runnable	  0	2	0	201	0	0	0	0
6	0		runnable	  0	2	0	201	0	0	0	0
7	0		runnable	  0	2	0	201	0	0	0	0
8	0		runnable	  0	2	0	201	0	0	0	0
9	3		runnable	  31	3	0	2	8	16	75	100
10	4		runnable	  31	27	0	3	9	18	76	95
11	4		runnable	  35	19	0	4	10	24	80	83
12	4		runnable	  35	11	0	5	11	26	84	75
13	4		runnable	  35	3	0	6	12	28	88	67

PID	Priority	State		rtime	wtime	nrun	q0	q1	q2	q3	q4
1	0		sleeping	  0	0	0	227	0	0	0	0
2	1		sleeping	  1	0	0	1	225	0	0	0
3	3		running 	  35	8	0	1	7	14	80	100
4	0		runnable	  0	3	0	202	0	0	0	0
5	0		runnable	  0	3	0	202	0	0	0	0
6	0		runnable	  0	3	0	202	0	0	0	0
7	0		runnable	  0	3	0	202	0	0	0	0
8	0		runnable	  0	3	0	202	0	0	0	0
9	3		runnable	  31	4	0	2	8	16	76	100
10	4		runnable	  31	28	0	3	9	18	76	96
11	4		runnable	  35	20	0	4	10	24	80	84
12	4		runnable	  35	12	0	5	11	26	84	76
13	4		runnable	  35	4	0	6	12	28	88	68

PID	Priority	State		rtime	wtime	nrun	q0	q1	q2	q3	q4
1	0		sleeping	  0	0	0	228	0	0	0	0
2	1		sleeping	  1	0	0	1	226	0	0	0
3	3		running 	  36	8	0	1	7	14	81	100
4	0		runnable	  0	4	0	203	0	0	0	0
5	0		runnable	  0	4	0	203	0	0	0	0
6	0		runnable	  0	4	0	203	0	0	0	0
7	0		runnable	  0	4	0	203	0	0	0	0
8	0		runnable	  0	4	0	203	0	0	0	0
9	3		runnable	  31	5	0	2	8	16	77	100
10	4		runnable	  31	29	0	3	9	18	76	97
11	4		runnable	  35	21	0	4	10	24	80	85
12	4		runnable	  35	13	0	5	11	26	84	77
13	4		runnable	  35	5	0	6	12	28	88	69

PID	Priority	State		rtime	wtime	nrun	q0	q1	q2	q3	q4
1	0		sleeping	  0	0	0	229	0	0	0	0
2	1		sleeping	  1	0	0	1	227	0	0	0
3	3		running 	  37	8	0	1	7	14	82	100
4	0		runnable	  0	5	0	204	0	0	0	0
5	0		runnable	  0	5	0	204	0	0	0	0
6	0		runnable	  0	5	0	204	0	0	0	0
7	0		runnable	  0	5	0	204	0	0	0	0
8	0		runnable	  0	5	0	204	0	0	0	0
9	3		runnable	  31	6	0	2	8	16	78	100
10	4		runnable	  31	30	0	3	9	18	76	98
11	4		runnable	  35	22	0	4	10	24	80	86
12	4		runnable	  35	14	0	5	11	26	84	78
13	4		runnable	  35	6	0	6	12	28	88	70

PID	Priority	State		rtime	wtime	nrun	q0	q1	q2	q3	q4
1	0		sleeping	  0	0	0	230	0	0	0	0
2	1		sleeping	  1	0	0	1	228	0	0	0
3	3		running 	  38	8	0	1	7	14	83	100
4	0		runnable	  0	6	0	205	0	0	0	0
5	0		runnable	  0	6	0	205	0	0	0	0
6	0		runnable	  0	6	0	205	0	0	0	0
7	0		runnable	  0	6	0	205	0	0	0	0
8	0		runnable	  0	6	0	205	0	0	0	0
9	3		runnable	  31	7	0	2	8	16	79	100
10	4		runnable	  31	31	0	3	9	18	76	99
11	4		runnable	  35	23	0	4	10	24	80	87
12	4		runnable	  35	15	0	5	11	26	84	79
13	4		runnable	  35	7	0	6	12	28	88	71

PID	Priority	State		rtime	wtime	nrun	q0	q1	q2	q3	q4
1	0		sleeping	  0	0	0	231	0	0	0	0
2	1		sleeping	  1	0	0	1	229	0	0	0
3	3		running 	  39	8	0	1	7	14	84	100
4	0		runnable	  0	7	0	206	0	0	0	0
5	0		runnable	  0	7	0	206	0	0	0	0
6	0		runnable	  0	7	0	206	0	0	0	0
7	0		runnable	  0	7	0	206	0	0	0	0
8	0		runnable	  0	7	0	206	0	0	0	0
9	3		runnable	  31	8	0	2	8	16	80	100
10	4		runnable	  31	32	0	3	9	18	76	100
11	4		runnable	  35	24	0	4	10	24	80	88
12	4		runnable	  35	16	0	5	11	26	84	80
13	4		runnable	  35	8	0	6	12	28	88	72
PID	Priority	State		rtime	wtime	nrun	q0	q1	q2	q3	q4
1	0		sleeping	  0	0	0	232	0	0	0	0
2	1		sleeping	  1	0	0	1	230	0	0	0
3	4		runnable	  39	1	0	1	7	14	84	101
4	-1		zombie  	  0	7	0	206	0	0	0	0
5	-1		zombie  	  0	7	0	206	0	0	0	0
6	-1		zombie  	  0	7	0	206	0	0	0	0
7	-1		zombie  	  0	7	0	206	0	0	0	0
8	-1		zombie  	  0	7	0	206	0	0	0	0
9	3		running 	  32	8	0	2	8	16	81	100
10	3		runnable	  31	1	0	3	9	18	77	100
11	4		runnable	  35	25	0	4	10	24	80	89
12	4		runnable	  35	17	0	5	11	26	84	81
13	4		runnable	  35	9	0	6	12	28	88	73

PID	Priority	State		rtime	wtime	nrun	q0	q1	q2	q3	q4
1	0		sleeping	  0	0	0	233	0	0	0	0
2	1		sleeping	  1	0	0	1	231	0	0	0
3	4		runnable	  39	2	0	1	7	14	84	102
4	-1		zombie  	  0	7	0	206	0	0	0	0
5	-1		zombie  	  0	7	0	206	0	0	0	0
6	-1		zombie  	  0	7	0	206	0	0	0	0
7	-1		zombie  	  0	7	0	206	0	0	0	0
8	-1		zombie  	  0	7	0	206	0	0	0	0
9	3		running 	  33	8	0	2	8	16	82	100
10	3		runnable	  31	2	0	3	9	18	78	100
11	4		runnable	  35	26	0	4	10	24	80	90
12	4		runnable	  35	18	0	5	11	26	84	82
13	4		runnable	  35	10	0	6	12	28	88	74

PID	Priority	State		rtime	wtime	nrun	q0	q1	q2	q3	q4
1	0		sleeping	  0	0	0	234	0	0	0	0
2	1		sleeping	  1	0	0	1	232	0	0	0
3	4		runnable	  39	3	0	1	7	14	84	103
4	-1		zombie  	  0	7	0	206	0	0	0	0
5	-1		zombie  	  0	7	0	206	0	0	0	0
6	-1		zombie  	  0	7	0	206	0	0	0	0
7	-1		zombie  	  0	7	0	206	0	0	0	0
8	-1		zombie  	  0	7	0	206	0	0	0	0
9	3		running 	  34	8	0	2	8	16	83	100
10	3		runnable	  31	3	0	3	9	18	79	100
11	4		runnable	  35	27	0	4	10	24	80	91
12	4		runnable	  35	19	0	5	11	26	84	83
13	4		runnable	  35	11	0	6	12	28	88	75

PID	Priority	State		rtime	wtime	nrun	q0	q1	q2	q3	q4
1	0		sleeping	  0	0	0	235	0	0	0	0
2	1		sleeping	  1	0	0	1	233	0	0	0
3	4		runnable	  39	4	0	1	7	14	84	104
4	-1		zombie  	  0	7	0	206	0	0	0	0
5	-1		zombie  	  0	7	0	206	0	0	0	0
6	-1		zombie  	  0	7	0	206	0	0	0	0
7	-1		zombie  	  0	7	0	206	0	0	0	0
8	-1		zombie  	  0	7	0	206	0	0	0	0
9	3		running 	  35	8	0	2	8	16	84	100
10	3		runnable	  31	4	0	3	9	18	80	100
11	4		runnable	  35	28	0	4	10	24	80	92
12	4		runnable	  35	20	0	5	11	26	84	84
13	4		runnable	  35	12	0	6	12	28	88	76

PID	Priority	State		rtime	wtime	nrun	q0	q1	q2	q3	q4
1	0		sleeping	  0	0	0	236	0	0	0	0
2	1		sleeping	  1	0	0	1	234	0	0	0
3	4		runnable	  39	5	0	1	7	14	84	105
4	-1		zombie  	  0	7	0	206	0	0	0	0
5	-1		zombie  	  0	7	0	206	0	0	0	0
6	-1		zombie  	  0	7	0	206	0	0	0	0
7	-1		zombie  	  0	7	0	206	0	0	0	0
8	-1		zombie  	  0	7	0	206	0	0	0	0
9	3		running 	  36	8	0	2	8	16	85	100
10	3		runnable	  31	5	0	3	9	18	81	100
11	4		runnable	  35	29	0	4	10	24	80	93
12	4		runnable	  35	21	0	5	11	26	84	85
13	4		runnable	  35	13	0	6	12	28	88	77

PID	Priority	State		rtime	wtime	nrun	q0	q1	q2	q3	q4
1	0		sleeping	  0	0	0	237	0	0	0	0
2	1		sleeping	  1	0	0	1	235	0	0	0
3	4		runnable	  39	6	0	1	7	14	84	106
4	-1		zombie  	  0	7	0	206	0	0	0	0
5	-1		zombie  	  0	7	0	206	0	0	0	0
6	-1		zombie  	  0	7	0	206	0	0	0	0
7	-1		zombie  	  0	7	0	206	0	0	0	0
8	-1		zombie  	  0	7	0	206	0	0	0	0
9	3		running 	  37	8	0	2	8	16	86	100
10	3		runnable	  31	6	0	3	9	18	82	100
11	4		runnable	  35	30	0	4	10	24	80	94
12	4		runnable	  35	22	0	5	11	26	84	86
13	4		runnable	  35	14	0	6	12	28	88	78

PID	Priority	State		rtime	wtime	nrun	q0	q1	q2	q3	q4
1	0		sleeping	  0	0	0	238	0	0	0	0
2	1		sleeping	  1	0	0	1	236	0	0	0
3	4		runnable	  39	7	0	1	7	14	84	107
4	-1		zombie  	  0	7	0	206	0	0	0	0
5	-1		zombie  	  0	7	0	206	0	0	0	0
6	-1		zombie  	  0	7	0	206	0	0	0	0
7	-1		zombie  	  0	7	0	206	0	0	0	0
8	-1		zombie  	  0	7	0	206	0	0	0	0
9	3		running 	  38	8	0	2	8	16	87	100
10	3		runnable	  31	7	0	3	9	18	83	100
11	4		runnable	  35	31	0	4	10	24	80	95
12	4		runnable	  35	23	0	5	11	26	84	87
13	4		runnable	  35	15	0	6	12	28	88	79

PID	Priority	State		rtime	wtime	nrun	q0	q1	q2	q3	q4
1	0		sleeping	  0	0	0	239	0	0	0	0
2	1		sleeping	  1	0	0	1	237	0	0	0
3	4		runnable	  39	8	0	1	7	14	84	108
4	-1		zombie  	  0	7	0	206	0	0	0	0
5	-1		zombie  	  0	7	0	206	0	0	0	0
6	-1		zombie  	  0	7	0	206	0	0	0	0
7	-1		zombie  	  0	7	0	206	0	0	0	0
8	-1		zombie  	  0	7	0	206	0	0	0	0
9	-1		zombie  	  38	8	0	2	8	16	87	100
10	3		running 	  32	7	0	3	9	18	84	100
11	3		runnable	  35	1	0	4	10	24	81	95
12	4		runnable	  35	24	0	5	11	26	84	88
13	4		runnable	  35	16	0	6	12	28	88	80

PID	Priority	State		rtime	wtime	nrun	q0	q1	q2	q3	q4
1	0		sleeping	  0	0	0	240	0	0	0	0
2	1		sleeping	  1	0	0	1	238	0	0	0
3	4		runnable	  39	9	0	1	7	14	84	109
4	-1		zombie  	  0	7	0	206	0	0	0	0
5	-1		zombie  	  0	7	0	206	0	0	0	0
6	-1		zombie  	  0	7	0	206	0	0	0	0
7	-1		zombie  	  0	7	0	206	0	0	0	0
8	-1		zombie  	  0	7	0	206	0	0	0	0
9	-1		zombie  	  38	8	0	2	8	16	87	100
10	3		running 	  33	7	0	3	9	18	85	100
11	3		runnable	  35	2	0	4	10	24	82	95
12	4		runnable	  35	25	0	5	11	26	84	89
13	4		runnable	  35	17	0	6	12	28	88	81

PID	Priority	State		rtime	wtime	nrun	q0	q1	q2	q3	q4
1	0		sleeping	  0	0	0	241	0	0	0	0
2	1		sleeping	  1	0	0	1	239	0	0	0
3	4		runnable	  39	10	0	1	7	14	84	110
4	-1		zombie  	  0	7	0	206	0	0	0	0
5	-1		zombie  	  0	7	0	206	0	0	0	0
6	-1		zombie  	  0	7	0	206	0	0	0	0
7	-1		zombie  	  0	7	0	206	0	0	0	0
8	-1		zombie  	  0	7	0	206	0	0	0	0
9	-1		zombie  	  38	8	0	2	8	16	87	100
10	3		running 	  34	7	0	3	9	18	86	100
11	3		runnable	  35	3	0	4	10	24	83	95
12	4		runnable	  35	26	0	5	11	26	84	90
13	4		runnable	  35	18	0	6	12	28	88	82

PID	Priority	State		rtime	wtime	nrun	q0	q1	q2	q3	q4
1	0		sleeping	  0	0	0	242	0	0	0	0
2	1		sleeping	  1	0	0	1	240	0	0	0
3	4		runnable	  39	11	0	1	7	14	84	111
4	-1		zombie  	  0	7	0	206	0	0	0	0
5	-1		zombie  	  0	7	0	206	0	0	0	0
6	-1		zombie  	  0	7	0	206	0	0	0	0
7	-1		zombie  	  0	7	0	206	0	0	0	0
8	-1		zombie  	  0	7	0	206	0	0	0	0
9	-1		zombie  	  38	8	0	2	8	16	87	100
10	3		running 	  35	7	0	3	9	18	87	100
11	3		runnable	  35	4	0	4	10	24	84	95
12	4		runnable	  35	27	0	5	11	26	84	91
13	4		runnable	  35	19	0	6	12	28	88	83

PID	Priority	State		rtime	wtime	nrun	q0	q1	q2	q3	q4
1	0		sleeping	  0	0	0	243	0	0	0	0
2	1		sleeping	  1	0	0	1	241	0	0	0
3	4		runnable	  39	12	0	1	7	14	84	112
4	-1		zombie  	  0	7	0	206	0	0	0	0
5	-1		zombie  	  0	7	0	206	0	0	0	0
6	-1		zombie  	  0	7	0	206	0	0	0	0
7	-1		zombie  	  0	7	0	206	0	0	0	0
8	-1		zombie  	  0	7	0	206	0	0	0	0
9	-1		zombie  	  38	8	0	2	8	16	87	100
10	3		running 	  36	7	0	3	9	18	88	100
11	3		runnable	  35	5	0	4	10	24	85	95
12	4		runnable	  35	28	0	5	11	26	84	92
13	4		runnable	  35	20	0	6	12	28	88	84

PID	Priority	State		rtime	wtime	nrun	q0	q1	q2	q3	q4
1	0		sleeping	  0	0	0	244	0	0	0	0
2	1		sleeping	  1	0	0	1	242	0	0	0
3	4		runnable	  39	13	0	1	7	14	84	113
4	-1		zombie  	  0	7	0	206	0	0	0	0
5	-1		zombie  	  0	7	0	206	0	0	0	0
6	-1		zombie  	  0	7	0	206	0	0	0	0
7	-1		zombie  	  0	7	0	206	0	0	0	0
8	-1		zombie  	  0	7	0	206	0	0	0	0
9	-1		zombie  	  38	8	0	2	8	16	87	100
10	3		running 	  37	7	0	3	9	18	89	100
11	3		runnable	  35	6	0	4	10	24	86	95
12	4		runnable	  35	29	0	5	11	26	84	93
13	4		runnable	  35	21	0	6	12	28	88	85

PID	Priority	State		rtime	wtime	nrun	q0	q1	q2	q3	q4
1	0		sleeping	  0	0	0	245	0	0	0	0
2	1		sleeping	  1	0	0	1	243	0	0	0
3	4		runnable	  39	14	0	1	7	14	84	114
4	-1		zombie  	  0	7	0	206	0	0	0	0
5	-1		zombie  	  0	7	0	206	0	0	0	0
6	-1		zombie  	  0	7	0	206	0	0	0	0
7	-1		zombie  	  0	7	0	206	0	0	0	0
8	-1		zombie  	  0	7	0	206	0	0	0	0
9	-1		zombie  	  38	8	0	2	8	16	87	100
10	3		running 	  38	7	0	3	9	18	90	100
11	3		runnable	  35	7	0	4	10	24	87	95
12	4		runnable	  35	30	0	5	11	26	84	94
13	4		runnable	  35	22	0	6	12	28	88	86

PID	Priority	State		rtime	wtime	nrun	q0	q1	q2	q3	q4
1	0		sleeping	  0	0	0	246	0	0	0	0
2	1		sleeping	  1	0	0	1	244	0	0	0
3	4		runnable	  39	15	0	1	7	14	84	115
4	-1		zombie  	  0	7	0	206	0	0	0	0
5	-1		zombie  	  0	7	0	206	0	0	0	0
6	-1		zombie  	  0	7	0	206	0	0	0	0
7	-1		zombie  	  0	7	0	206	0	0	0	0
8	-1		zombie  	  0	7	0	206	0	0	0	0
9	-1		zombie  	  38	8	0	2	8	16	87	100
10	3		running 	  39	7	0	3	9	18	91	100
11	3		runnable	  35	8	0	4	10	24	88	95
12	4		runnable	  35	31	0	5	11	26	84	95
13	4		runnable	  35	23	0	6	12	28	88	87

PID	Priority	State		rtime	wtime	nrun	q0	q1	q2	q3	q4
1	0		sleeping	  0	0	0	247	0	0	0	0
2	1		sleeping	  1	0	0	1	245	0	0	0
3	4		runnable	  39	16	0	1	7	14	84	116
4	-1		zombie  	  0	7	0	206	0	0	0	0
5	-1		zombie  	  0	7	0	206	0	0	0	0
6	-1		zombie  	  0	7	0	206	0	0	0	0
7	-1		zombie  	  0	7	0	206	0	0	0	0
8	-1		zombie  	  0	7	0	206	0	0	0	0
9	-1		zombie  	  38	8	0	2	8	16	87	100
10	4		runnable	  39	1	0	3	9	18	91	101
11	3		running 	  36	8	0	4	10	24	89	95
12	3		runnable	  35	1	0	5	11	26	85	95
13	4		runnable	  35	24	0	6	12	28	88	88

PID	Priority	State		rtime	wtime	nrun	q0	q1	q2	q3	q4
1	0		sleeping	  0	0	0	248	0	0	0	0
2	1		sleeping	  1	0	0	1	246	0	0	0
3	4		runnable	  39	17	0	1	7	14	84	117
4	-1		zombie  	  0	7	0	206	0	0	0	0
5	-1		zombie  	  0	7	0	206	0	0	0	0
6	-1		zombie  	  0	7	0	206	0	0	0	0
7	-1		zombie  	  0	7	0	206	0	0	0	0
8	-1		zombie  	  0	7	0	206	0	0	0	0
9	-1		zombie  	  38	8	0	2	8	16	87	100
10	4		runnable	  39	2	0	3	9	18	91	102
11	3		running 	  37	8	0	4	10	24	90	95
12	3		runnable	  35	2	0	5	11	26	86	95
13	4		runnable	  35	25	0	6	12	28	88	89

PID	Priority	State		rtime	wtime	nrun	q0	q1	q2	q3	q4
1	0		sleeping	  0	0	0	249	0	0	0	0
2	1		sleeping	  1	0	0	1	247	0	0	0
3	4		runnable	  39	18	0	1	7	14	84	118
4	-1		zombie  	  0	7	0	206	0	0	0	0
5	-1		zombie  	  0	7	0	206	0	0	0	0
6	-1		zombie  	  0	7	0	206	0	0	0	0
7	-1		zombie  	  0	7	0	206	0	0	0	0
8	-1		zombie  	  0	7	0	206	0	0	0	0
9	-1		zombie  	  38	8	0	2	8	16	87	100
10	4		runnable	  39	3	0	3	9	18	91	103
11	3		running 	  38	8	0	4	10	24	91	95
12	3		runnable	  35	3	0	5	11	26	87	95
13	4		runnable	  35	26	0	6	12	28	88	90

PID	Priority	State		rtime	wtime	nrun	q0	q1	q2	q3	q4
1	0		sleeping	  0	0	0	250	0	0	0	0
2	1		sleeping	  1	0	0	1	248	0	0	0
3	4		runnable	  39	19	0	1	7	14	84	119
4	-1		zombie  	  0	7	0	206	0	0	0	0
5	-1		zombie  	  0	7	0	206	0	0	0	0
6	-1		zombie  	  0	7	0	206	0	0	0	0
7	-1		zombie  	  0	7	0	206	0	0	0	0
8	-1		zombie  	  0	7	0	206	0	0	0	0
9	-1		zombie  	  38	8	0	2	8	16	87	100
10	4		runnable	  39	4	0	3	9	18	91	104
11	-1		zombie  	  38	8	0	4	10	24	91	95
12	3		running 	  36	3	0	5	11	26	88	95
13	4		runnable	  35	27	0	6	12	28	88	91

PID	Priority	State		rtime	wtime	nrun	q0	q1	q2	q3	q4
1	0		sleeping	  0	0	0	251	0	0	0	0
2	1		sleeping	  1	0	0	1	249	0	0	0
3	4		runnable	  39	20	0	1	7	14	84	120
4	-1		zombie  	  0	7	0	206	0	0	0	0
5	-1		zombie  	  0	7	0	206	0	0	0	0
6	-1		zombie  	  0	7	0	206	0	0	0	0
7	-1		zombie  	  0	7	0	206	0	0	0	0
8	-1		zombie  	  0	7	0	206	0	0	0	0
9	-1		zombie  	  38	8	0	2	8	16	87	100
10	4		runnable	  39	5	0	3	9	18	91	105
11	-1		zombie  	  38	8	0	4	10	24	91	95
12	3		running 	  37	3	0	5	11	26	89	95
13	4		runnable	  35	28	0	6	12	28	88	92

PID	Priority	State		rtime	wtime	nrun	q0	q1	q2	q3	q4
1	0		sleeping	  0	0	0	252	0	0	0	0
2	1		sleeping	  1	0	0	1	250	0	0	0
3	4		runnable	  39	21	0	1	7	14	84	121
4	-1		zombie  	  0	7	0	206	0	0	0	0
5	-1		zombie  	  0	7	0	206	0	0	0	0
6	-1		zombie  	  0	7	0	206	0	0	0	0
7	-1		zombie  	  0	7	0	206	0	0	0	0
8	-1		zombie  	  0	7	0	206	0	0	0	0
9	-1		zombie  	  38	8	0	2	8	16	87	100
10	4		runnable	  39	6	0	3	9	18	91	106
11	-1		zombie  	  38	8	0	4	10	24	91	95
12	3		running 	  38	3	0	5	11	26	90	95
13	4		runnable	  35	29	0	6	12	28	88	93

PID	Priority	State		rtime	wtime	nrun	q0	q1	q2	q3	q4
1	0		sleeping	  0	0	0	253	0	0	0	0
2	1		sleeping	  1	0	0	1	251	0	0	0
3	4		runnable	  39	22	0	1	7	14	84	122
4	-1		zombie  	  0	7	0	206	0	0	0	0
5	-1		zombie  	  0	7	0	206	0	0	0	0
6	-1		zombie  	  0	7	0	206	0	0	0	0
7	-1		zombie  	  0	7	0	206	0	0	0	0
8	-1		zombie  	  0	7	0	206	0	0	0	0
9	-1		zombie  	  38	8	0	2	8	16	87	100
10	4		runnable	  39	7	0	3	9	18	91	107
11	-1		zombie  	  38	8	0	4	10	24	91	95
12	3		running 	  39	3	0	5	11	26	91	95
13	4		runnable	  35	30	0	6	12	28	88	94

PID	Priority	State		rtime	wtime	nrun	q0	q1	q2	q3	q4
1	0		sleeping	  0	0	0	254	0	0	0	0
2	1		sleeping	  1	0	0	1	252	0	0	0
3	4		runnable	  39	23	0	1	7	14	84	123
4	-1		zombie  	  0	7	0	206	0	0	0	0
5	-1		zombie  	  0	7	0	206	0	0	0	0
6	-1		zombie  	  0	7	0	206	0	0	0	0
7	-1		zombie  	  0	7	0	206	0	0	0	0
8	-1		zombie  	  0	7	0	206	0	0	0	0
9	-1		zombie  	  38	8	0	2	8	16	87	100
10	4		runnable	  39	8	0	3	9	18	91	108
11	-1		zombie  	  38	8	0	4	10	24	91	95
12	-1		zombie  	  39	3	0	5	11	26	91	95
13	3		running 	  36	0	0	6	12	28	89	94

