PID	Priority	State		rtime	wtime	nrun	q0	q1	q2	q3	q4
9	3		running 	  20	16	0	2	8	16	53	36
10	3		runnable	  15	13	0	3	9	18	49	36
11	4		runnable	  19	29	0	4	10	24	48	29
12	4		runnable	  19	21	0	5	11	26	52	21
13	4		runnable	  19	13	0	6	12	28	56	13

PID	Priority	State		rtime	wtime	nrun	q0	q1	q2	q3	q4
1	0		sleeping	  0	0	0	141	0	0	0	0
2	1		sleeping	  1	0	0	1	139	0	0	0
3	4		runnable	  23	6	0	1	7	14	52	42
4	0		runnable	  0	5	0	116	0	0	0	0
5	0		runnable	  0	5	0	116	0	0	0	0
6	0		runnable	  0	5	0	116	0	0	0	0
7	0		runnable	  0	5	0	116	0	0	0	0
8	0		runnable	  0	5	0	116	0	0	0	0
9	3		running 	  21	16	0	2	8	16	54	36
10	3		runnable	  15	14	0	3	9	18	50	36
11	4		runnable	  19	30	0	4	10	24	48	30
12	4		runnable	  19	22	0	5	11	26	52	22
13	4		runnable	  19	14	0	6	12	28	56	14

PID	Priority	State		rtime	wtime	nrun	q0	q1	q2	q3	q4
1	0		sleeping	  0	0	0	142	0	0	0	0
2	1		sleeping	  1	0	0	1	140	0	0	0
3	4		runnable	  23	7	0	1	7	14	52	43
4	0		runnable	  0	6	0	117	0	0	0	0
5	0		runnable	  0	6	0	117	0	0	0	0
6	0		runnable	  0	6	0	117	0	0	0	0
7	0		runnable	  0	6	0	117	0	0	0	0
8	0		runnable	  0	6	0	117	0	0	0	0
9	3		running 	  22	16	0	2	8	16	55	36
10	3		runnable	  15	15	0	3	9	18	51	36
11	4		runnable	  19	31	0	4	10	24	48	31
12	4		runnable	  19	23	0	5	11	26	52	23
13	4		runnable	  19	15	0	6	12	28	56	15

PID	Priority	State		rtime	wtime	nrun	q0	q1	q2	q3	q4
1	0		sleeping	  0	0	0	143	0	0	0	0
2	1		sleeping	  1	0	0	1	141	0	0	0
3	4		runnable	  23	8	0	1	7	14	52	44
4	0		runnable	  0	7	0	118	0	0	0	0
5	0		runnable	  0	7	0	118	0	0	0	0
6	0		runnable	  0	7	0	118	0	0	0	0
7	0		runnable	  0	7	0	118	0	0	0	0
8	0		runnable	  0	7	0	118	0	0	0	0
9	3		running 	  23	16	0	2	8	16	56	36
10	3		runnable	  15	16	0	3	9	18	52	36
11	4		runnable	  19	32	0	4	10	24	48	32
12	4		runnable	  19	24	0	5	11	26	52	24
13	4		runnable	  19	16	0	6	12	28	56	16

PID	Priority	State		rtime	wtime	nrun	q0	q1	q2	q3	q4
1	0		sleeping	  0	0	0	144	0	0	0	0
2	1		sleeping	  1	0	0	1	142	0	0	0
3	4		runnable	  23	9	0	1	7	14	52	45
4	0		sleeping	  0	7	0	119	0	0	0	0
5	0		sleeping	  0	7	0	119	0	0	0	0
6	0		sleeping	  0	7	0	119	0	0	0	0
7	0		sleeping	  0	7	0	119	0	0	0	0
8	0		sleeping	  0	7	0	119	0	0	0	0
9	4		runnable	  23	1	0	2	8	16	56	37
10	3		running 	  16	16	0	3	9	18	53	36
11	3		runnable	  19	1	0	4	10	24	49	32
12	4		runnable	  19	25	0	5	11	26	52	25
13	4		runnable	  19	17	0	6	12	28	56	17

PID	Priority	State		rtime	wtime	nrun	q0	q1	q2	q3	q4
1	0		sleeping	  0	0	0	145	0	0	0	0
2	1		sleeping	  1	0	0	1	143	0	0	0
3	4		runnable	  23	10	0	1	7	14	52	46
4	0		runnable	  0	1	0	120	0	0	0	0
5	0		runnable	  0	1	0	120	0	0	0	0
6	0		runnable	  0	1	0	120	0	0	0	0
7	0		runnable	  0	1	0	120	0	0	0	0
8	0		runnable	  0	1	0	120	0	0	0	0
9	4		runnable	  23	2	0	2	8	16	56	38
10	3		running 	  17	16	0	3	9	18	54	36
11	3		runnable	  19	2	0	4	10	24	50	32
12	4		runnable	  19	26	0	5	11	26	52	26
13	4		runnable	  19	18	0	6	12	28	56	18

PID	Priority	State		rtime	wtime	nrun	q0	q1	q2	q3	q4
1	0		sleeping	  0	0	0	146	0	0	0	0
2	1		sleeping	  1	0	0	1	144	0	0	0
3	4		runnable	  23	11	0	1	7	14	52	47
4	0		runnable	  0	2	0	121	0	0	0	0
5	0		runnable	  0	2	0	121	0	0	0	0
6	0		runnable	  0	2	0	121	0	0	0	0
7	0		runnable	  0	2	0	121	0	0	0	0
8	0		runnable	  0	2	0	121	0	0	0	0
9	4		runnable	  23	3	0	2	8	16	56	39
10	3		running 	  18	16	0	3	9	18	55	36
11	3		runnable	  19	3	0	4	10	24	51	32
12	4		runnable	  19	27	0	5	11	26	52	27
13	4		runnable	  19	19	0	6	12	28	56	19

PID	Priority	State		rtime	wtime	nrun	q0	q1	q2	q3	q4
1	0		sleeping	  0	0	0	147	0	0	0	0
2	1		sleeping	  1	0	0	1	145	0	0	0
3	4		runnable	  23	12	0	1	7	14	52	48
4	0		runnable	  0	3	0	122	0	0	0	0
5	0		runnable	  0	3	0	122	0	0	0	0
6	0		runnable	  0	3	0	122	0	0	0	0
7	0		runnable	  0	3	0	122	0	0	0	0
8	0		runnable	  0	3	0	122	0	0	0	0
9	4		runnable	  23	4	0	2	8	16	56	40
10	3		running 	  19	16	0	3	9	18	56	36
11	3		runnable	  19	4	0	4	10	24	52	32
12	4		runnable	  19	28	0	5	11	26	52	28
13	4		runnable	  19	20	0	6	12	28	56	20

PID	Priority	State		rtime	wtime	nrun	q0	q1	q2	q3	q4
1	0		sleeping	  0	0	0	148	0	0	0	0
2	1		sleeping	  1	0	0	1	146	0	0	0
3	4		runnable	  23	13	0	1	7	14	52	49
4	0		runnable	  0	4	0	123	0	0	0	0
5	0		runnable	  0	4	0	123	0	0	0	0
6	0		runnable	  0	4	0	123	0	0	0	0
7	0		runnable	  0	4	0	123	0	0	0	0
8	0		runnable	  0	4	0	123	0	0	0	0
9	4		runnable	  23	5	0	2	8	16	56	41
10	3		running 	  20	16	0	3	9	18	57	36
11	3		runnable	  19	5	0	4	10	24	53	32
12	4		runnable	  19	29	0	5	11	26	52	29
13	4		runnable	  19	21	0	6	12	28	56	21

PID	Priority	State		rtime	wtime	nrun	q0	q1	q2	q3	q4
1	0		sleeping	  0	0	0	149	0	0	0	0
2	1		sleeping	  1	0	0	1	147	0	0	0
3	4		runnable	  23	14	0	1	7	14	52	50
4	0		runnable	  0	5	0	124	0	0	0	0
5	0		runnable	  0	5	0	124	0	0	0	0
6	0		runnable	  0	5	0	124	0	0	0	0
7	0		runnable	  0	5	0	124	0	0	0	0
8	0		runnable	  0	5	0	124	0	0	0	0
9	4		runnable	  23	6	0	2	8	16	56	42
10	3		running 	  21	16	0	3	9	18	58	36
11	3		runnable	  19	6	0	4	10	24	54	32
12	4		runnable	  19	30	0	5	11	26	52	30
13	4		runnable	  19	22	0	6	12	28	56	22

PID	Priority	State		rtime	wtime	nrun	q0	q1	q2	q3	q4
1	0		sleeping	  0	0	0	150	0	0	0	0
2	1		sleeping	  1	0	0	1	148	0	0	0
3	4		runnable	  23	15	0	1	7	14	52	51
4	0		runnable	  0	6	0	125	0	0	0	0
5	0		runnable	  0	6	0	125	0	0	0	0
6	0		runnable	  0	6	0	125	0	0	0	0
7	0		runnable	  0	6	0	125	0	0	0	0
8	0		runnable	  0	6	0	125	0	0	0	0
9	4		runnable	  23	7	0	2	8	16	56	43
10	3		running 	  22	16	0	3	9	18	59	36
11	3		runnable	  19	7	0	4	10	24	55	32
12	4		runnable	  19	31	0	5	11	26	52	31
13	4		runnable	  19	23	0	6	12	28	56	23

PID	Priority	State		rtime	wtime	nrun	q0	q1	q2	q3	q4
1	0		sleeping	  0	0	0	151	0	0	0	0
2	1		sleeping	  1	0	0	1	149	0	0	0
3	4		runnable	  23	16	0	1	7	14	52	52
4	0		runnable	  0	7	0	126	0	0	0	0
5	0		runnable	  0	7	0	126	0	0	0	0
6	0		runnable	  0	7	0	126	0	0	0	0
7	0		runnable	  0	7	0	126	0	0	0	0
8	0		runnable	  0	7	0	126	0	0	0	0
9	4		runnable	  23	8	0	2	8	16	56	44
10	3		running 	  23	16	0	3	9	18	60	36
11	3		runnable	  19	8	0	4	10	24	56	32
12	4		runnable	  19	32	0	5	11	26	52	32
13	4		runnable	  19	24	0	6	12	28	56	24

PID	Priority	State		rtime	wtime	nrun	q0	q1	q2	q3	q4
1	0		sleeping	  0	0	0	152	0	0	0	0
2	1		sleeping	  1	0	0	1	150	0	0	0
3	4		runnable	  23	17	0	1	7	14	52	53
4	0		sleeping	  0	7	0	127	0	0	0	0
5	0		sleeping	  0	7	0	127	0	0	0	0
6	0		sleeping	  0	7	0	127	0	0	0	0
7	0		sleeping	  0	7	0	127	0	0	0	0
8	0		sleeping	  0	7	0	127	0	0	0	0
9	4		runnable	  23	9	0	2	8	16	56	45
10	4		runnable	  23	1	0	3	9	18	60	37
11	3		running 	  20	8	0	4	10	24	57	32
12	3		runnable	  19	1	0	5	11	26	53	32
13	4		runnable	  19	25	0	6	12	28	56	25

PID	Priority	State		rtime	wtime	nrun	q0	q1	q2	q3	q4
1	0		sleeping	  0	0	0	153	0	0	0	0
2	1		sleeping	  1	0	0	1	151	0	0	0
3	4		runnable	  23	18	0	1	7	14	52	54
4	0		runnable	  0	1	0	128	0	0	0	0
5	0		runnable	  0	1	0	128	0	0	0	0
6	0		runnable	  0	1	0	128	0	0	0	0
7	0		runnable	  0	1	0	128	0	0	0	0
8	0		runnable	  0	1	0	128	0	0	0	0
9	4		runnable	  23	10	0	2	8	16	56	46
10	4		runnable	  23	2	0	3	9	18	60	38
11	3		running 	  21	8	0	4	10	24	58	32
12	3		runnable	  19	2	0	5	11	26	54	32
13	4		runnable	  19	26	0	6	12	28	56	26

PID	Priority	State		rtime	wtime	nrun	q0	q1	q2	q3	q4
1	0		sleeping	  0	0	0	154	0	0	0	0
2	1		sleeping	  1	0	0	1	152	0	0	0
3	4		runnable	  23	19	0	1	7	14	52	55
4	0		runnable	  0	2	0	129	0	0	0	0
5	0		runnable	  0	2	0	129	0	0	0	0
6	0		runnable	  0	2	0	129	0	0	0	0
7	0		runnable	  0	2	0	129	0	0	0	0
8	0		runnable	  0	2	0	129	0	0	0	0
9	4		runnable	  23	11	0	2	8	16	56	47
10	4		runnable	  23	3	0	3	9	18	60	39
11	3		running 	  22	8	0	4	10	24	59	32
12	3		runnable	  19	3	0	5	11	26	55	32
13	4		runnable	  19	27	0	6	12	28	56	27

PID	Priority	State		rtime	wtime	nrun	q0	q1	q2	q3	q4
1	0		sleeping	  0	0	0	155	0	0	0	0
2	1		sleeping	  1	0	0	1	153	0	0	0
3	4		runnable	  23	20	0	1	7	14	52	56
4	0		runnable	  0	3	0	130	0	0	0	0
5	0		runnable	  0	3	0	130	0	0	0	0
6	0		runnable	  0	3	0	130	0	0	0	0
7	0		runnable	  0	3	0	130	0	0	0	0
8	0		runnable	  0	3	0	130	0	0	0	0
9	4		runnable	  23	12	0	2	8	16	56	48
10	4		runnable	  23	4	0	3	9	18	60	40
11	3		running 	  23	8	0	4	10	24	60	32
12	3		runnable	  19	4	0	5	11	26	56	32
13	4		runnable	  19	28	0	6	12	28	56	28

PID	Priority	State		rtime	wtime	nrun	q0	q1	q2	q3	q4
1	0		sleeping	  0	0	0	156	0	0	0	0
2	1		sleeping	  1	0	0	1	154	0	0	0
3	4		runnable	  23	21	0	1	7	14	52	57
4	0		runnable	  0	4	0	131	0	0	0	0
5	0		runnable	  0	4	0	131	0	0	0	0
6	0		runnable	  0	4	0	131	0	0	0	0
7	0		runnable	  0	4	0	131	0	0	0	0
8	0		runnable	  0	4	0	131	0	0	0	0
9	4		runnable	  23	13	0	2	8	16	56	49
10	4		runnable	  23	5	0	3	9	18	60	41
11	3		running 	  24	8	0	4	10	24	61	32
12	3		runnable	  19	5	0	5	11	26	57	32
13	4		runnable	  19	29	0	6	12	28	56	29

PID	Priority	State		rtime	wtime	nrun	q0	q1	q2	q3	q4
1	0		sleeping	  0	0	0	157	0	0	0	0
2	1		sleeping	  1	0	0	1	155	0	0	0
3	4		runnable	  23	22	0	1	7	14	52	58
4	0		runnable	  0	5	0	132	0	0	0	0
5	0		runnable	  0	5	0	132	0	0	0	0
6	0		runnable	  0	5	0	132	0	0	0	0
7	0		runnable	  0	5	0	132	0	0	0	0
8	0		runnable	  0	5	0	132	0	0	0	0
9	4		runnable	  23	14	0	2	8	16	56	50
10	4		runnable	  23	6	0	3	9	18	60	42
11	3		running 	  25	8	0	4	10	24	62	32
12	3		runnable	  19	6	0	5	11	26	58	32
13	4		runnable	  19	30	0	6	12	28	56	30

PID	Priority	State		rtime	wtime	nrun	q0	q1	q2	q3	q4
1	0		sleeping	  0	0	0	158	0	0	0	0
2	1		sleeping	  1	0	0	1	156	0	0	0
3	4		runnable	  23	23	0	1	7	14	52	59
4	0		runnable	  0	6	0	133	0	0	0	0
5	0		runnable	  0	6	0	133	0	0	0	0
6	0		runnable	  0	6	0	133	0	0	0	0
7	0		runnable	  0	6	0	133	0	0	0	0
8	0		runnable	  0	6	0	133	0	0	0	0
9	4		runnable	  23	15	0	2	8	16	56	51
10	4		runnable	  23	7	0	3	9	18	60	43
11	3		running 	  26	8	0	4	10	24	63	32
12	3		runnable	  19	7	0	5	11	26	59	32
13	4		runnable	  19	31	0	6	12	28	56	31

PID	Priority	State		rtime	wtime	nrun	q0	q1	q2	q3	q4
1	0		sleeping	  0	0	0	159	0	0	0	0
2	1		sleeping	  1	0	0	1	157	0	0	0
3	4		runnable	  23	24	0	1	7	14	52	60
4	0		runnable	  0	7	0	134	0	0	0	0
5	0		runnable	  0	7	0	134	0	0	0	0
6	0		runnable	  0	7	0	134	0	0	0	0
7	0		runnable	  0	7	0	134	0	0	0	0
8	0		runnable	  0	7	0	134	0	0	0	0
9	4		runnable	  23	16	0	2	8	16	56	52
10	4		runnable	  23	8	0	3	9	18	60	44
11	3		running 	  27	8	0	4	10	24	64	32
12	3		runnable	  19	8	0	5	11	26	60	32
13	4		runnable	  19	32	0	6	12	28	56	32

PID	Priority	State		rtime	wtime	nrun	q0	q1	q2	q3	q4
1	0		sleeping	  0	0	0	160	0	0	0	0
2	1		sleeping	  1	0	0	1	158	0	0	0
3	4		runnable	  23	25	0	1	7	14	52	61
4	0		sleeping	  0	7	0	135	0	0	0	0
5	0		sleeping	  0	7	0	135	0	0	0	0
6	0		sleeping	  0	7	0	135	0	0	0	0
7	0		sleeping	  0	7	0	135	0	0	0	0
8	0		sleeping	  0	7	0	135	0	0	0	0
9	4		runnable	  23	17	0	2	8	16	56	53
10	4		runnable	  23	9	0	3	9	18	60	45
11	4		runnable	  27	1	0	4	10	24	64	33
12	3		running 	  20	8	0	5	11	26	61	32
13	3		runnable	  19	1	0	6	12	28	57	32

PID	Priority	State		rtime	wtime	nrun	q0	q1	q2	q3	q4
1	0		sleeping	  0	0	0	161	0	0	0	0
2	1		sleeping	  1	0	0	1	159	0	0	0
3	4		runnable	  23	26	0	1	7	14	52	62
4	0		runnable	  0	1	0	136	0	0	0	0
5	0		runnable	  0	1	0	136	0	0	0	0
6	0		runnable	  0	1	0	136	0	0	0	0
7	0		runnable	  0	1	0	136	0	0	0	0
8	0		runnable	  0	1	0	136	0	0	0	0
9	4		runnable	  23	18	0	2	8	16	56	54
10	4		runnable	  23	10	0	3	9	18	60	46
11	4		runnable	  27	2	0	4	10	24	64	34
12	3		running 	  21	8	0	5	11	26	62	32
13	3		runnable	  19	2	0	6	12	28	58	32

PID	Priority	State		rtime	wtime	nrun	q0	q1	q2	q3	q4
1	0		sleeping	  0	0	0	162	0	0	0	0
2	1		sleeping	  1	0	0	1	160	0	0	0
3	4		runnable	  23	27	0	1	7	14	52	63
4	0		runnable	  0	2	0	137	0	0	0	0
5	0		runnable	  0	2	0	137	0	0	0	0
6	0		runnable	  0	2	0	137	0	0	0	0
7	0		runnable	  0	2	0	137	0	0	0	0
8	0		runnable	  0	2	0	137	0	0	0	0
9	4		runnable	  23	19	0	2	8	16	56	55
10	4		runnable	  23	11	0	3	9	18	60	47
11	4		runnable	  27	3	0	4	10	24	64	35
12	3		running 	  22	8	0	5	11	26	63	32
13	3		runnable	  19	3	0	6	12	28	59	32

PID	Priority	State		rtime	wtime	nrun	q0	q1	q2	q3	q4
1	0		sleeping	  0	0	0	163	0	0	0	0
2	1		sleeping	  1	0	0	1	161	0	0	0
3	4		runnable	  23	28	0	1	7	14	52	64
4	0		runnable	  0	3	0	138	0	0	0	0
5	0		runnable	  0	3	0	138	0	0	0	0
6	0		runnable	  0	3	0	138	0	0	0	0
7	0		runnable	  0	3	0	138	0	0	0	0
8	0		runnable	  0	3	0	138	0	0	0	0
9	4		runnable	  23	20	0	2	8	16	56	56
10	4		runnable	  23	12	0	3	9	18	60	48
11	4		runnable	  27	4	0	4	10	24	64	36
12	3		running 	  23	8	0	5	11	26	64	32
13	3		runnable	  19	4	0	6	12	28	60	32

PID	Priority	State		rtime	wtime	nrun	q0	q1	q2	q3	q4
1	0		sleeping	  0	0	0	164	0	0	0	0
2	1		sleeping	  1	0	0	1	162	0	0	0
3	4		runnable	  23	29	0	1	7	14	52	65
4	0		runnable	  0	4	0	139	0	0	0	0
5	0		runnable	  0	4	0	139	0	0	0	0
6	0		runnable	  0	4	0	139	0	0	0	0
7	0		runnable	  0	4	0	139	0	0	0	0
8	0		runnable	  0	4	0	139	0	0	0	0
9	4		runnable	  23	21	0	2	8	16	56	57
10	4		runnable	  23	13	0	3	9	18	60	49
11	4		runnable	  27	5	0	4	10	24	64	37
12	3		running 	  24	8	0	5	11	26	65	32
13	3		runnable	  19	5	0	6	12	28	61	32

PID	Priority	State		rtime	wtime	nrun	q0	q1	q2	q3	q4
1	0		sleeping	  0	0	0	165	0	0	0	0
2	1		sleeping	  1	0	0	1	163	0	0	0
3	4		runnable	  23	30	0	1	7	14	52	66
4	0		runnable	  0	5	0	140	0	0	0	0
5	0		runnable	  0	5	0	140	0	0	0	0
6	0		runnable	  0	5	0	140	0	0	0	0
7	0		runnable	  0	5	0	140	0	0	0	0
8	0		runnable	  0	5	0	140	0	0	0	0
9	4		runnable	  23	22	0	2	8	16	56	58
10	4		runnable	  23	14	0	3	9	18	60	50
11	4		runnable	  27	6	0	4	10	24	64	38
12	3		running 	  25	8	0	5	11	26	66	32
13	3		runnable	  19	6	0	6	12	28	62	32

PID	Priority	State		rtime	wtime	nrun	q0	q1	q2	q3	q4
1	0		sleeping	  0	0	0	166	0	0	0	0
2	1		sleeping	  1	0	0	1	164	0	0	0
3	4		runnable	  23	31	0	1	7	14	52	67
4	0		runnable	  0	6	0	141	0	0	0	0
5	0		runnable	  0	6	0	141	0	0	0	0
6	0		runnable	  0	6	0	141	0	0	0	0
7	0		runnable	  0	6	0	141	0	0	0	0
8	0		runnable	  0	6	0	141	0	0	0	0
9	4		runnable	  23	23	0	2	8	16	56	59
10	4		runnable	  23	15	0	3	9	18	60	51
11	4		runnable	  27	7	0	4	10	24	64	39
12	3		running 	  26	8	0	5	11	26	67	32
13	3		runnable	  19	7	0	6	12	28	63	32

PID	Priority	State		rtime	wtime	nrun	q0	q1	q2	q3	q4
1	0		sleeping	  0	0	0	167	0	0	0	0
2	1		sleeping	  1	0	0	1	165	0	0	0
3	4		runnable	  23	32	0	1	7	14	52	68
4	0		runnable	  0	7	0	142	0	0	0	0
5	0		runnable	  0	7	0	142	0	0	0	0
6	0		runnable	  0	7	0	142	0	0	0	0
7	0		runnable	  0	7	0	142	0	0	0	0
8	0		runnable	  0	7	0	142	0	0	0	0
9	4		runnable	  23	24	0	2	8	16	56	60
10	4		runnable	  23	16	0	3	9	18	60	52
11	4		runnable	  27	8	0	4	10	24	64	40
12	3		running 	  27	8	0	5	11	26	68	32
13	3		runnable	  19	8	0	6	12	28	64	32

PID	Priority	State		rtime	wtime	nrun	q0	q1	q2	q3	q4
1	0		sleeping	  0	0	0	168	0	0	0	0
2	1		sleeping	  1	0	0	1	166	0	0	0
3	3		runnable	  23	1	0	1	7	14	53	68
4	0		sleeping	  0	7	0	143	0	0	0	0
5	0		sleeping	  0	7	0	143	0	0	0	0
6	0		sleeping	  0	7	0	143	0	0	0	0
7	0		sleeping	  0	7	0	143	0	0	0	0
8	0		sleeping	  0	7	0	143	0	0	0	0
9	4		runnable	  23	25	0	2	8	16	56	61
10	4		runnable	  23	17	0	3	9	18	60	53
11	4		runnable	  27	9	0	4	10	24	64	41
12	4		runnable	  27	1	0	5	11	26	68	33
13	3		running 	  20	8	0	6	12	28	65	32

PID	Priority	State		rtime	wtime	nrun	q0	q1	q2	q3	q4
1	0		sleeping	  0	0	0	169	0	0	0	0
2	1		sleeping	  1	0	0	1	167	0	0	0
3	3		runnable	  23	2	0	1	7	14	54	68
4	0		runnable	  0	1	0	144	0	0	0	0
5	0		runnable	  0	1	0	144	0	0	0	0
6	0		runnable	  0	1	0	144	0	0	0	0
7	0		runnable	  0	1	0	144	0	0	0	0
8	0		runnable	  0	1	0	144	0	0	0	0
9	4		runnable	  23	26	0	2	8	16	56	62
10	4		runnable	  23	18	0	3	9	18	60	54
11	4		runnable	  27	10	0	4	10	24	64	42
12	4		runnable	  27	2	0	5	11	26	68	34
13	3		running 	  21	8	0	6	12	28	66	32

PID	Priority	State		rtime	wtime	nrun	q0	q1	q2	q3	q4
1	0		sleeping	  0	0	0	170	0	0	0	0
2	1		sleeping	  1	0	0	1	168	0	0	0
3	3		runnable	  23	3	0	1	7	14	55	68
4	0		runnable	  0	2	0	145	0	0	0	0
5	0		runnable	  0	2	0	145	0	0	0	0
6	0		runnable	  0	2	0	145	0	0	0	0
7	0		runnable	  0	2	0	145	0	0	0	0
8	0		runnable	  0	2	0	145	0	0	0	0
9	4		runnable	  23	27	0	2	8	16	56	63
10	4		runnable	  23	19	0	3	9	18	60	55
11	4		runnable	  27	11	0	4	10	24	64	43
12	4		runnable	  27	3	0	5	11	26	68	35
13	3		running 	  22	8	0	6	12	28	67	32

PID	Priority	State		rtime	wtime	nrun	q0	q1	q2	q3	q4
1	0		sleeping	  0	0	0	171	0	0	0	0
2	1		sleeping	  1	0	0	1	169	0	0	0
3	3		runnable	  23	4	0	1	7	14	56	68
4	0		runnable	  0	3	0	146	0	0	0	0
5	0		runnable	  0	3	0	146	0	0	0	0
6	0		runnable	  0	3	0	146	0	0	0	0
7	0		runnable	  0	3	0	146	0	0	0	0
8	0		runnable	  0	3	0	146	0	0	0	0
9	4		runnable	  23	28	0	2	8	16	56	64
10	4		runnable	  23	20	0	3	9	18	60	56
11	4		runnable	  27	12	0	4	10	24	64	44
12	4		runnable	  27	4	0	5	11	26	68	36
13	3		running 	  23	8	0	6	12	28	68	32

PID	Priority	State		rtime	wtime	nrun	q0	q1	q2	q3	q4
1	0		sleeping	  0	0	0	172	0	0	0	0
2	1		sleeping	  1	0	0	1	170	0	0	0
3	3		runnable	  23	5	0	1	7	14	57	68
4	0		runnable	  0	4	0	147	0	0	0	0
5	0		runnable	  0	4	0	147	0	0	0	0
6	0		runnable	  0	4	0	147	0	0	0	0
7	0		runnable	  0	4	0	147	0	0	0	0
8	0		runnable	  0	4	0	147	0	0	0	0
9	4		runnable	  23	29	0	2	8	16	56	65
10	4		runnable	  23	21	0	3	9	18	60	57
11	4		runnable	  27	13	0	4	10	24	64	45
12	4		runnable	  27	5	0	5	11	26	68	37
13	3		running 	  24	8	0	6	12	28	69	32

PID	Priority	State		rtime	wtime	nrun	q0	q1	q2	q3	q4
1	0		sleeping	  0	0	0	173	0	0	0	0
2	1		sleeping	  1	0	0	1	171	0	0	0
3	3		runnable	  23	6	0	1	7	14	58	68
4	0		runnable	  0	5	0	148	0	0	0	0
5	0		runnable	  0	5	0	148	0	0	0	0
6	0		runnable	  0	5	0	148	0	0	0	0
7	0		runnable	  0	5	0	148	0	0	0	0
8	0		runnable	  0	5	0	148	0	0	0	0
9	4		runnable	  23	30	0	2	8	16	56	66
10	4		runnable	  23	22	0	3	9	18	60	58
11	4		runnable	  27	14	0	4	10	24	64	46
12	4		runnable	  27	6	0	5	11	26	68	38
13	3		running 	  25	8	0	6	12	28	70	32

PID	Priority	State		rtime	wtime	nrun	q0	q1	q2	q3	q4
1	0		sleeping	  0	0	0	174	0	0	0	0
2	1		sleeping	  1	0	0	1	172	0	0	0
3	3		runnable	  23	7	0	1	7	14	59	68
4	0		runnable	  0	6	0	149	0	0	0	0
5	0		runnable	  0	6	0	149	0	0	0	0
6	0		runnable	  0	6	0	149	0	0	0	0
7	0		runnable	  0	6	0	149	0	0	0	0
8	0		runnable	  0	6	0	149	0	0	0	0
9	4		runnable	  23	31	0	2	8	16	56	67
10	4		runnable	  23	23	0	3	9	18	60	59
11	4		runnable	  27	15	0	4	10	24	64	47
12	4		runnable	  27	7	0	5	11	26	68	39
13	3		running 	  26	8	0	6	12	28	71	32

PID	Priority	State		rtime	wtime	nrun	q0	q1	q2	q3	q4
1	0		sleeping	  0	0	0	175	0	0	0	0
2	1		sleeping	  1	0	0	1	173	0	0	0
3	3		runnable	  23	8	0	1	7	14	60	68
4	0		runnable	  0	7	0	150	0	0	0	0
5	0		runnable	  0	7	0	150	0	0	0	0
6	0		runnable	  0	7	0	150	0	0	0	0
7	0		runnable	  0	7	0	150	0	0	0	0
8	0		runnable	  0	7	0	150	0	0	0	0
9	4		runnable	  23	32	0	2	8	16	56	68
10	4		runnable	  23	24	0	3	9	18	60	60
11	4		runnable	  27	16	0	4	10	24	64	48
12	4		runnable	  27	8	0	5	11	26	68	40
13	3		running 	  27	8	0	6	12	28	72	32

PID	Priority	State		rtime	wtime	nrun	q0	q1	q2	q3	q4
1	0		sleeping	  0	0	0	176	0	0	0	0
2	1		sleeping	  1	0	0	1	174	0	0	0
3	3		running 	  24	8	0	1	7	14	61	68
4	0		sleeping	  0	7	0	151	0	0	0	0
5	0		sleeping	  0	7	0	151	0	0	0	0
6	0		sleeping	  0	7	0	151	0	0	0	0
7	0		sleeping	  0	7	0	151	0	0	0	0
8	0		sleeping	  0	7	0	151	0	0	0	0
9	3		runnable	  23	1	0	2	8	16	57	68
10	4		runnable	  23	25	0	3	9	18	60	61
11	4		runnable	  27	17	0	4	10	24	64	49
12	4		runnable	  27	9	0	5	11	26	68	41
13	4		runnable	  27	1	0	6	12	28	72	33

PID	Priority	State		rtime	wtime	nrun	q0	q1	q2	q3	q4
1	0		sleeping	  0	0	0	177	0	0	0	0
2	1		sleeping	  1	0	0	1	175	0	0	0
3	3		running 	  25	8	0	1	7	14	62	68
4	0		runnable	  0	1	0	152	0	0	0	0
5	0		runnable	  0	1	0	152	0	0	0	0
6	0		runnable	  0	1	0	152	0	0	0	0
7	0		runnable	  0	1	0	152	0	0	0	0
8	0		runnable	  0	1	0	152	0	0	0	0
9	3		runnable	  23	2	0	2	8	16	58	68
10	4		runnable	  23	26	0	3	9	18	60	62
11	4		runnable	  27	18	0	4	10	24	64	50
12	4		runnable	  27	10	0	5	11	26	68	42
13	4		runnable	  27	2	0	6	12	28	72	34

PID	Priority	State		rtime	wtime	nrun	q0	q1	q2	q3	q4
1	0		sleeping	  0	0	0	178	0	0	0	0
2	1		sleeping	  1	0	0	1	176	0	0	0
3	3		running 	  26	8	0	1	7	14	63	68
4	0		runnable	  0	2	0	153	0	0	0	0
5	0		runnable	  0	2	0	153	0	0	0	0
6	0		runnable	  0	2	0	153	0	0	0	0
7	0		runnable	  0	2	0	153	0	0	0	0
8	0		runnable	  0	2	0	153	0	0	0	0
9	3		runnable	  23	3	0	2	8	16	59	68
10	4		runnable	  23	27	0	3	9	18	60	63
11	4		runnable	  27	19	0	4	10	24	64	51
12	4		runnable	  27	11	0	5	11	26	68	43
13	4		runnable	  27	3	0	6	12	28	72	35

